ALEAT,ID,OBJ,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31_P,VT,V1_P,V2_P,V3_P,V4_P,V5_P,V6_P,V7_P,V8_P,V9_P,V10_P,V11_P,V12_P,V13_P,V14_P,V15_P,V16_P,V17_P,V18_P,V19_P,V20_P,V21_P,V22_P,V23_P,V24_P,V25_P,V26_P,V27_P,V28_P,V29_P,V30_P,V31_P
0.000294239,273604637,NO,0,0.001794,0,0,0.029394,0,0,0,21.493079,0,1.264948,5.172626,0,0,0,0.011646,0,12.293653,81.275371,5.231715,1.282569,0,0.005508,85.765034,0,0,0,0,41.047893,0,0.039029,254.914259,0,0.000007,0,0,0.000115,0,0,0,0.084315,0,0.004962,0.020292,0,0,0,0.000046,0,0.048227,0.318834,0.020523,0.005031,0,0.000022,0.336447,0,0,0,0,0.161026,0,0.000153
0.000296522,276713237,NO,20.630747,171.136096,0,16.512648,337.903284,9.494622,0,0,485.805729,0,35.001121,208.073553,0.017798,0,0,142.623163,10.370499,1179.274914,1944.931762,272.662336,1051.871124,1.129156,33120.20023,4748.10458,0.08628,0,0,0,56696.3134,0,208.438791,100660.5818,0.000205,0.0017,0,0.000164,0.003357,0.000094,0,0,0.004826,0,0.000348,0.002067,0,0,0,0.001417,0.000103,0.011715,0.019322,0.002709,0.01045,0.000011,0.329028,0.047169,0.000001,0,0,0,0.563242,0,0.002071
0.000296887,264795851,SI,0,1.041468,0,3.426387,2.73931,0.028087,0,0,0.20073,0,0.411194,10.61056,0.058721,0,0,3.142933,4.595619,52.984341,34.244378,17.340126,5.788248,0,21.417233,82.853662,0,0,0,0,150.846156,0,48.210632,439.939785,0,0.002367,0,0.007788,0.006227,0.000064,0,0,0.000456,0,0.000935,0.024118,0.000133,0,0,0.007144,0.010446,0.120435,0.077839,0.039415,0.013157,0,0.048682,0.18833,0,0,0,0,0.342879,0,0.109585
0.000300093,263836023,SI,0,0,0,0.073321,0,0.000316,0,0,0.7462,0,0.308803,1.637141,0.006309,0,0,0.365865,0.105636,4.524576,0.651177,1.320608,0.258226,0,2.988347,14.396283,0,0,0,0,1.913599,0,0.066532,29.362939,0,0,0,0.002497,0,0.000011,0,0,0.025413,0,0.010517,0.055755,0.000215,0,0,0.01246,0.003598,0.154091,0.022177,0.044975,0.008794,0,0.101773,0.490288,0,0,0,0,0.065171,0,0.002266
0.000317583,278839161,NO,604.47591,19.577081,0,200.985443,253.816335,10.582977,0.00709,0,1366.819249,0.437349,342.456538,194.125329,269.830813,0,0,12.091342,13.742646,1059.692433,1136.218108,297.795153,439.350202,29.27512,20612.34853,2730.102055,0.898945,0,0,0.341848,60669.22635,0.001238,170.800592,90434.99868,0.006684,0.000216,0,0.002222,0.002807,0.000117,0,0,0.015114,0.000005,0.003787,0.002147,0.002984,0,0,0.000134,0.000152,0.011718,0.012564,0.003293,0.004858,0.000324,0.227924,0.030189,0.00001,0,0,0.000004,0.67086,0,0.001889
0.000327942,3734347,NO,0,0,0,0,0,0,0,0,0,0,0.01298,0.00254,0,0,0,0,0,0.002722,0.007121,0.000632,0,0.003422,0.00466,0.001743,0,0,0,0,0.011495,0,0,0.047315,0,0,0,0,0,0,0,0,0,0,0.274332,0.053683,0,0,0,0,0,0.057529,0.150502,0.013357,0,0.072324,0.098489,0.036838,0,0,0,0,0.242946,0,0
0.000329392,311480604,NO,603.968079,0.537328,0,435.517613,313.555558,5.240542,0,0,353.721741,0,79.289523,81.757515,1105.758734,0,0,15.880277,7.412897,437.855157,756.251024,95.775014,156.415346,9.845905,537.545603,1094.274869,26.009841,0,0,0,4871.907875,0,229.634849,11218.15529,0.053838,0.000048,0,0.038823,0.027951,0.000467,0,0,0.031531,0,0.007068,0.007288,0.098569,0,0,0.001416,0.000661,0.039031,0.067413,0.008538,0.013943,0.000878,0.047917,0.097545,0.002319,0,0,0,0.434288,0,0.02047
0.00034839,263528107,NO,0,0,0,1.53888,2.776093,0.145009,0,0,22.738851,0,18.17988,23.43036,0,0,0,3.702077,0.780745,165.723009,31.251375,28.11392,34.02848,0.053917,190.39612,41.883453,0,0,0,0,2015.5231,0,3.480027,2583.745296,0,0,0,0.000596,0.001074,0.000056,0,0,0.008801,0,0.007036,0.009068,0,0,0,0.001433,0.000302,0.064141,0.012095,0.010881,0.01317,0.000021,0.07369,0.01621,0,0,0,0,0.780078,0,0.001347
0.000351339,265145152,NO,0,0.11067,0,0.288642,23.488594,0.112778,0,0,25.939427,0,86.954112,26.453971,0,0,0,0.429856,6.154532,78.466117,65.127256,59.019692,56.894884,0.048997,136.64197,246.638082,0,0,0,0,2719.889482,0,3.523901,3536.182963,0,0.000031,0,0.000082,0.006642,0.000032,0,0,0.007335,0,0.02459,0.007481,0,0,0,0.000122,0.00174,0.022189,0.018417,0.01669,0.016089,0.000014,0.038641,0.069747,0,0,0,0,0.76916,0,0.000997
0.000357751,271672325,NO,0,0,0,0,49.187839,0.047671,0,0,0.130128,0.008917,0.098577,4.114429,0,0,0,1.324321,0,12.037386,20.597712,8.685982,1.174758,0,4.74388,709.905312,6.105647,0,0,0,564.803093,0,1.16753,1384.133182,0,0,0,0,0.035537,0.000034,0,0,0.000094,0.000006,0.000071,0.002973,0,0,0,0.000957,0,0.008697,0.014881,0.006275,0.000849,0,0.003427,0.512888,0.004411,0,0,0,0.408055,0,0.000844
0.000361356,274287273,NO,0,19.894453,0.306343,96.301085,1208.104979,9.475237,0,0,177.844966,0.12628,94.884213,262.53806,3003.05129,0,0.935384,26.445435,143.791783,1151.413714,1843.788541,330.108291,515.598713,105.712295,15465.54779,8606.04365,0.694232,0,0,0,20749.43733,0,298.83007,54110.87413,0,0.000368,0.000006,0.00178,0.022326,0.000175,0,0,0.003287,0.000002,0.001754,0.004852,0.055498,0,0.000017,0.000489,0.002657,0.021279,0.034074,0.006101,0.009529,0.001954,0.285812,0.159045,0.000013,0,0,0,0.383462,0,0.005523
0.000363366,267702432,SI,1157.250078,1.246303,0,2.384722,623.181093,0.271902,0,0,186.303383,0,7.019343,34.911901,0,0,15.642182,2.822528,0,125.163046,1039.29319,32.311515,62.051677,0.134736,83.240032,8.011885,0,0,0,38.377803,10486.35997,0,21.055405,13927.03269,0.083094,0.000089,0,0.000171,0.044746,0.00002,0,0,0.013377,0,0.000504,0.002507,0,0,0.001123,0.000203,0,0.008987,0.074624,0.00232,0.004455,0.00001,0.005977,0.000575,0,0,0,0.002756,0.75295,0,0.001512
0.00036434,263965137,NO,2508.869017,0.870111,0,3.178877,154.115612,0,0,0,23.117416,0,2.557538,34.009573,0,0,0,1.711974,0.087221,97.142643,167.606202,55.596243,143.619212,0,96.084074,556.088161,0.000694,0,0,0,11711.4946,0,57.099334,15613.2485,0.160688,0.000056,0,0.000204,0.009871,0,0,0,0.001481,0,0.000164,0.002178,0,0,0,0.00011,0.000006,0.006222,0.010735,0.003561,0.009199,0,0.006154,0.035616,0,0,0,0,0.7501,0,0.003657
0.000370165,9016391,SI,0,2.429749,0,0.006011,1.992513,0,0,0,0,0,0.00034,0.883944,0,0,0,0,0,2.763622,1.504498,1.475746,0.671431,0,116.047228,2.870056,0.000433,0,0,0,22.769566,0,0.819707,154.234844,0,0.016314,0,0.001135,0.025329,0,0,0,0,0,0.000064,0.07706,0,0,0,0,0,0.0883,0.17862,0.188271,0.013535,0,1.011354,0.097967,0.000082,0,0,0,0.293201,0,0.008767
0.000373027,268045723,SI,0,20.040839,0,2.129328,2.734932,0.419665,0,0,12.209697,0,23.216551,25.949071,0,0,0,3.700939,0.999961,73.673213,57.372279,44.27469,37.256173,0,993.139236,565.154995,0,0,0.015288,0,1672.35981,0,9.448617,3544.095284,0,0.005655,0,0.000601,0.000772,0.000118,0,0,0.003445,0,0.006551,0.007322,0,0,0,0.001044,0.000282,0.020788,0.016188,0.012493,0.010512,0,0.280224,0.159464,0,0,0.000004,0,0.471872,0,0.002666
0.000377211,263527777,NO,0,0,0,0.034542,1.37879,0,0,0,0.223036,0,0.008718,1.908319,5.0396,0,0,0.307518,0,16.230517,13.702182,3.955773,2.41374,0,27.352675,20.406582,0.000497,0,0,0,111.381379,0,3.437378,207.781246,0,0,0,0.000166,0.006636,0,0,0,0.001073,0,0.000042,0.009184,0.024254,0,0,0.00148,0,0.078113,0.065945,0.019038,0.011617,0,0.131642,0.098212,0.000002,0,0,0,0.536051,0,0.016543
0.000381222,279357516,NO,0,687.556582,0.006376,265.186617,31.227468,0.423569,0,0,112.049537,0.052645,2.988695,31.788138,0,0,0,1.060086,23.500617,121.47609,190.613788,31.249723,187.987592,1.079615,133.03565,407.347176,0.009189,0.005382,0,0,3002.631495,0,13.559268,5244.835298,0,0.131092,0.000001,0.050561,0.005954,0.000081,0,0,0.021364,0.00001,0.00057,0.006061,0,0,0,0.000202,0.004481,0.023161,0.036343,0.005958,0.035842,0.000206,0.025365,0.077666,0.000002,0.000001,0,0,0.572493,0,0.002585
0.000382416,267867674,NO,0,0,0.016144,1.941189,7.731122,0.106655,0,0,0.404619,0,0.140372,6.148014,13.210593,0,0,1.999764,0.761713,45.837106,155.416901,8.304834,41.462023,0.86721,402.350264,147.84954,16.244419,0,0,0,339.052743,0,1545.357155,2735.20238,0,0,0.000006,0.00071,0.002827,0.000039,0,0,0.000148,0,0.000051,0.002248,0.00483,0,0,0.000731,0.000278,0.016758,0.056821,0.003036,0.015159,0.000317,0.147101,0.054054,0.005939,0,0,0,0.123959,0,0.564988
0.000391447,334311648,SI,0,6.457695,0,88.719143,17.992372,0.017058,0,0,0.25878,0,59.295201,20.890958,0.54513,0,0,3.046151,6.195248,219.404837,20.84432,2.715285,5.458692,0.073417,41.868057,155.625581,0,0,0,6.474943,128.612126,0,11.881474,796.376468,0,0.008109,0,0.111404,0.022593,0.000021,0,0,0.000325,0,0.074456,0.026233,0.000685,0,0,0.003825,0.007779,0.275504,0.026174,0.00341,0.006854,0.000092,0.052573,0.195417,0,0,0,0.008131,0.161497,0,0.014919
0.000393368,333949960,NO,0,0,0,0.67302,7.966789,0.186574,0,0,6.1336,0,54.498383,29.368373,0.00337,0,0,3.170135,16.531663,28.564106,129.581433,29.986146,9.864268,0.107749,49.071837,178.424861,0.001217,0,0,0,158.207843,0,12.19595,714.537317,0,0,0,0.000942,0.01115,0.000261,0,0,0.008584,0,0.076271,0.041101,0.000005,0,0,0.004437,0.023136,0.039976,0.18135,0.041966,0.013805,0.000151,0.068676,0.249707,0.000002,0,0,0,0.221413,0,0.017068
0.00040223,276146065,NO,0,3.264871,0.02928,27.978746,71.75139,7.19552,0,0,205.963828,0,23.972855,73.006839,0.232177,0,0,5.428518,4.230601,400.879858,1800.979996,106.263777,113.167935,1.510154,566.205693,1390.45854,0.00969,0,0,0,6098.217524,0,87.613971,10988.36176,0,0.000297,0.000003,0.002546,0.00653,0.000655,0,0,0.018744,0,0.002182,0.006644,0.000021,0,0,0.000494,0.000385,0.036482,0.163899,0.009671,0.010299,0.000137,0.051528,0.126539,0.000001,0,0,0,0.554971,0,0.007973
0.000404425,279243041,NO,54.676824,0,0,1.798855,15.622666,0.547038,0,0,7.275245,0,9.09204,35.905851,0,0,0,1.202643,0,95.472153,118.234939,47.516368,107.996485,0.070245,1613.383427,738.462049,0.096389,0,0,0,3267.599042,0,4.980252,6119.932511,0.008934,0,0,0.000294,0.002553,0.000089,0,0,0.001189,0,0.001486,0.005867,0,0,0,0.000197,0,0.0156,0.01932,0.007764,0.017647,0.000011,0.263628,0.120665,0.000016,0,0,0,0.533927,0,0.000814
0.000407041,279429505,SI,56.918817,2.605912,2.242563,128.910693,1765.84826,37.565352,0,0,1640.758865,0.107835,66.29738,345.794801,758.766324,0,0,19.089207,20.595527,1267.843788,7183.827765,265.485481,865.082401,205.556761,33589.82889,4623.680683,7.210619,0,0,0,63916.1932,0,324.462745,117094.6739,0.000486,0.000022,0.000019,0.001101,0.015081,0.000321,0,0,0.014012,0.000001,0.000566,0.002953,0.00648,0,0,0.000163,0.000176,0.010828,0.061351,0.002267,0.007388,0.001755,0.28686,0.039487,0.000062,0,0,0,0.545851,0,0.002771
0.000409751,273609339,NO,0,0,0,0.488774,0.268098,0,0,0,0,0,0.091442,0.415885,0.207834,0,0,0.068348,0,10.894746,17.170147,3.24214,1.730073,27.930524,0,0.615105,0,0,0,0,0.056498,0,0.092799,63.272413,0,0,0,0.007725,0.004237,0,0,0,0,0,0.001445,0.006573,0.003285,0,0,0.00108,0,0.172188,0.271369,0.051241,0.027343,0.441433,0,0.009722,0,0,0,0,0.000893,0,0.001467
0.000417891,293294034,NO,0,0.776128,0,1.521212,0.540824,0.057766,0,0,0.228879,0,0.1277,5.126637,0.10461,0,0,0.826185,0.237968,25.795905,28.976346,6.767104,3.048921,0.22636,160.374853,156.549964,0.000969,0,0,0,263.80325,0,0.953623,656.045204,0,0.001183,0,0.002319,0.000824,0.000088,0,0,0.000349,0,0.000195,0.007814,0.000159,0,0,0.001259,0.000363,0.03932,0.044168,0.010315,0.004647,0.000345,0.244457,0.238627,0.000001,0,0,0,0.402111,0,0.001454
0.000427762,255705494,NO,0,0,0,0,0.186717,0,0,0,13.756047,0,0.397103,18.894731,0.000513,0,0,5.789698,0.589304,78.509507,27.706009,37.953937,14.52743,0,439.311732,114.90467,0,0,0,0,2401.673839,0,1.01042,3155.211657,0,0,0,0,0.000059,0,0,0,0.00436,0,0.000126,0.005988,0,0,0,0.001835,0.000187,0.024882,0.008781,0.012029,0.004604,0,0.139234,0.036417,0,0,0,0,0.761177,0,0.00032
0.000441364,276010124,NO,895.997149,6.653498,0.034362,14.626477,527.394014,29.015092,0,0,2084.972487,27.955463,191.295627,426.356425,3953.911091,0,0,35.530951,236.157798,946.858128,1774.096387,825.391645,632.008587,56.463673,29578.60902,2078.07323,122.994343,0,0,0,66469.03778,0.530046,168.388863,111082.3521,0.008066,0.00006,0,0.000132,0.004748,0.000261,0,0,0.01877,0.000252,0.001722,0.003838,0.035594,0,0,0.00032,0.002126,0.008524,0.015971,0.00743,0.00569,0.000508,0.266276,0.018708,0.001107,0,0,0,0.598376,0.000005,0.001516
0.000443105,266425960,SI,2800.412875,0.04964,0,43.193651,293.934786,4.678188,0,0,179.356974,0,13.128053,103.300781,22.629655,0,0,14.854869,1.348189,222.64338,453.520333,217.147507,120.322476,0.440344,16252.52681,688.026137,18.67144,0,0,38.059836,24091.13151,0,334.286072,45913.66351,0.060993,0.000001,0,0.000941,0.006402,0.000102,0,0,0.003906,0,0.000286,0.00225,0.000493,0,0,0.000324,0.000029,0.004849,0.009878,0.004729,0.002621,0.00001,0.35398,0.014985,0.000407,0,0,0.000829,0.524705,0,0.007281
0.000443412,274650924,SI,374.255067,93.871074,0,20.622608,23.561674,0.974984,0.428593,0,35.733848,0,88.436729,26.231167,1.181682,0,0.020054,2.262998,1.0808,152.809923,414.78102,65.769606,162.026793,0.121466,4032.553021,1365.021584,0,0,0,0,4449.119018,0,54.630175,11365.49388,0.032929,0.008259,0,0.001814,0.002073,0.000086,0.000038,0,0.003144,0,0.007781,0.002308,0.000104,0,0.000002,0.000199,0.000095,0.013445,0.036495,0.005787,0.014256,0.000011,0.354807,0.120102,0,0,0,0,0.391458,0,0.004807
0.000459089,277283490,NO,10.540181,69.912806,0,36.093891,182.690779,6.355435,0,0,546.830072,0.013219,13.061389,95.935453,275.537122,0,0,16.235163,99.429025,597.973397,604.85582,170.542945,219.374421,356.418126,15623.454,3820.587138,0.888683,0,0,0,45442.7288,0,10.49182,68199.94968,0.000155,0.001025,0,0.000529,0.002679,0.000093,0,0,0.008018,0,0.000192,0.001407,0.00404,0,0,0.000238,0.001458,0.008768,0.008869,0.002501,0.003217,0.005226,0.229083,0.05602,0.000013,0,0,0,0.666316,0,0.000154
0.000460245,275676475,NO,0,21.941369,0,239.378338,52.282851,2.607026,0,0,77.935617,0,267.452689,102.391976,0,0,0,26.222768,11.422094,4109.743453,6101.130079,128.504235,5477.365989,3.97187,4338.296465,2143.081592,0.00857,0,0,19.173739,49442.88396,0,20.798812,72586.5935,0,0.000302,0,0.003298,0.00072,0.000036,0,0,0.001074,0,0.003685,0.001411,0,0,0,0.000361,0.000157,0.056618,0.084053,0.00177,0.07546,0.000055,0.059767,0.029524,0,0,0,0.000264,0.681157,0,0.000287
0.000460677,267615914,NO,0,0,0,0.703918,1.710755,0.050948,0,0,52.505033,0,38.029675,40.752533,0.000292,0,0,7.596578,11.752301,118.155373,41.104078,6.188299,14.0141,0.018792,131.631056,1162.438486,0.006332,0,0,0,1661.950887,0,17.330066,3305.939502,0,0,0,0.000213,0.000517,0.000015,0,0,0.015882,0,0.011503,0.012327,0,0,0,0.002298,0.003555,0.03574,0.012433,0.001872,0.004239,0.000006,0.039817,0.351621,0.000002,0,0,0,0.502717,0,0.005242
0.000472571,263882226,NO,0,2.053354,0,2.984896,84.664084,4.702713,0,0,47.588029,0.026126,28.585529,41.688073,0.000409,0,0,1.581233,15.526177,223.183962,591.073488,80.392579,69.258575,2.133385,170.795507,2322.192428,0,0,0,0.038847,3311.261492,0,82.82778,7082.558666,0,0.00029,0,0.000421,0.011954,0.000664,0,0,0.006719,0.000004,0.004036,0.005886,0,0,0,0.000223,0.002192,0.031512,0.083455,0.011351,0.009779,0.000301,0.024115,0.327875,0,0,0,0.000005,0.467523,0,0.011695
0.00047705,263800705,NO,0,0,0,0.137037,0.249089,0,0,0,0.1376,0,0.428407,3.550548,0.000998,0,0,0.589185,0.310715,9.215564,23.102759,8.011554,4.562875,0.037587,63.173971,32.143684,0,0,0,0,425.217472,0,2.030077,572.899122,0,0,0,0.000239,0.000435,0,0,0,0.00024,0,0.000748,0.006198,0.000002,0,0,0.001028,0.000542,0.016086,0.040326,0.013984,0.007965,0.000066,0.110271,0.056107,0,0,0,0,0.74222,0,0.003544
0.000477708,272751733,SI,0.025343,3.137777,0,203.085295,258.262887,0.477069,0,0,545.289456,0,56.876106,46.646172,0.041614,0,0,13.917369,27.186981,568.534249,993.397472,153.120155,79.083439,1.338669,403.166445,2818.745894,0.008957,0,0,0,6942.28387,0,5896.13464,19010.75986,0.000001,0.000165,0,0.010683,0.013585,0.000025,0,0,0.028683,0,0.002992,0.002454,0.000002,0,0,0.000732,0.00143,0.029906,0.052254,0.008054,0.00416,0.00007,0.021207,0.148271,0,0,0,0,0.365177,0,0.310147
0.000478372,260328370,NO,0,41.34229,0,499.548788,4.985548,2.376642,0,0,17.964414,0,0.192735,57.492617,0.070434,0,0.012395,55.831916,0.974118,134.764363,674.140864,13.336854,32.189979,0,3318.923806,388.35663,0,0,0,0,1978.351926,0,5.535309,7226.391628,0,0.005721,0,0.069128,0.00069,0.000329,0,0,0.002486,0,0.000027,0.007956,0.00001,0,0.000002,0.007726,0.000135,0.018649,0.093289,0.001846,0.004455,0,0.459278,0.053741,0,0,0,0,0.273768,0,0.000766
0.000482498,269048601,SI,0,0.000702,0,3.794838,1.945671,0,0,0,0,0,6.738838,0.020235,0.065125,0,0,0,0,0.375148,1.78791,0.065928,0.215942,0,32.904298,12.086465,0,0,0,0,144.13105,0,0.010219,204.142369,0,0.000003,0,0.018589,0.009531,0,0,0,0,0,0.03301,0.000099,0.000319,0,0,0,0,0.001838,0.008758,0.000323,0.001058,0,0.161183,0.059206,0,0,0,0,0.706032,0,0.00005
0.000488004,275990752,SI,74.394166,2.099298,0,14.621812,210.419453,1.209554,0,0,554.72348,0.006513,58.712623,129.932206,0.877266,0,0,4.640012,3.984981,469.077437,1188.849438,500.116943,109.52965,94.153002,187.347875,419.375401,0.212733,0,0,0,8918.569968,0,35.033024,12977.88684,0.005732,0.000162,0,0.001127,0.016214,0.000093,0,0,0.042744,0.000001,0.004524,0.010012,0.000068,0,0,0.000358,0.000307,0.036144,0.091606,0.038536,0.00844,0.007255,0.014436,0.032315,0.000016,0,0,0,0.687213,0,0.002699
0.000497057,279597775,NO,46.11099,12.229546,0,1.593972,44.666179,0.076969,0,0,0.531465,0,2.314613,13.604931,0.530479,0,0,0.12888,0.392795,49.213668,127.31419,14.622294,15.641676,13.141204,190.193928,197.689531,0.000198,0,0,0,40847.0861,0,14.954406,41592.03802,0.001109,0.000294,0,0.000038,0.001074,0.000002,0,0,0.000013,0,0.000056,0.000327,0.000013,0,0,0.000003,0.000009,0.001183,0.003061,0.000352,0.000376,0.000316,0.004573,0.004753,0,0,0,0,0.982089,0,0.00036
0.000511871,277169411,NO,0,0.053323,0,46.587858,75.175927,8.072211,0,0,167.658546,0,251.763897,84.330199,0.00196,0,0,3.845021,4.806733,276.905492,1127.779127,47.469059,51.35079,103.498281,37857.78129,2780.338593,11.470193,0,0,0,13856.56758,0,112.916329,56868.37241,0,0.000001,0,0.000819,0.001322,0.000142,0,0,0.002948,0,0.004427,0.001483,0,0,0,0.000068,0.000085,0.004869,0.019831,0.000835,0.000903,0.00182,0.665709,0.048891,0.000202,0,0,0,0.24366,0,0.001986
0.000513927,271040215,SI,0,0,0,0,1.927594,0,0,0,6.947361,0,1.631605,9.233811,0,0,0,0.473299,0,11.092287,4.98918,8.206429,7.341924,0.101466,15.373758,35.809486,0,0,0,0,635.043266,0,1.127571,739.299037,0,0,0,0,0.002607,0,0,0,0.009397,0,0.002207,0.01249,0,0,0,0.00064,0,0.015004,0.006749,0.0111,0.009931,0.000137,0.020795,0.048437,0,0,0,0,0.85898,0,0.001525
0.000515272,268453731,SI,0,0,0,0,0,0.062283,0,0,0,0,0.000414,0.401398,0.000518,0,0,1.094085,0,4.8708,0.086984,2.094341,0.009205,0,24.471039,10.857995,0.003228,0,0,0,14.546319,0,0.043361,58.54197,0,0,0,0,0,0.001064,0,0,0,0,0.000007,0.006857,0.000009,0,0,0.018689,0,0.083202,0.001486,0.035775,0.000157,0,0.418008,0.185474,0.000055,0,0,0,0.248477,0,0.000741
0.000515986,271832007,NO,0,0,0,0.549316,61.22971,1.672345,0,0,0.125119,0,0.343922,31.878065,0.172341,0,0,0.092763,0,28.926486,178.533701,332.994126,69.078127,120.759269,0.041263,25.856835,0,0,0,0,1.328499,0,277.241691,1130.823578,0,0,0,0.000486,0.054146,0.001479,0,0,0.000111,0,0.000304,0.02819,0.000152,0,0,0.000082,0,0.02558,0.157879,0.29447,0.061087,0.106789,0.000036,0.022865,0,0,0,0,0.001175,0,0.245168
0.000520231,279402825,NO,431.601044,0,0,3.04484,111.556871,4.486454,0,0,39.931901,2.921649,21.361302,52.278106,0.790548,0,0,1.542003,41.225022,313.013155,585.961976,125.037719,353.030146,0.061563,16032.48362,2037.286836,0.053227,0,0,0,37832.67614,0,32.90149,58023.24561,0.007438,0,0,0.000052,0.001923,0.000077,0,0,0.000688,0.00005,0.000368,0.000901,0.000014,0,0,0.000027,0.00071,0.005395,0.010099,0.002155,0.006084,0.000001,0.276311,0.035112,0.000001,0,0,0,0.652026,0,0.000567
0.000528159,256387501,SI,0,132.732133,0,1.194726,89.959507,1.446386,0,0,83.023577,0,694.258022,27.942246,0.000292,0,0,5.765677,1.458814,163.612439,185.86591,75.154519,75.955405,0,1088.937072,2959.482642,0,0,0,0,1611.72361,0,13.747534,7212.260511,0,0.036808,0,0.00041,0.023892,0.000448,0,0,0.040197,0,0.388328,0.009247,0,0,0,0.001561,0.000455,0.052488,0.04013,0.019839,0.015645,0,0.335999,0.675867,0,0,0,0,0.354753,0,0.003931
0.000529492,277879252,SI,0.007794,0.015699,0,1.303725,149.628568,0.169668,0,0,20.730002,0,57.443738,36.496518,0.183452,0,0,11.882013,1.103879,142.699202,537.403655,63.514663,158.247884,1.322428,443.769555,137.395041,0.23069,0,0,0.034827,2619.992537,0,38.158203,4421.733741,0.000002,0.000004,0,0.000295,0.033839,0.000038,0,0,0.004688,0,0.012991,0.008254,0.000041,0,0,0.002687,0.00025,0.032272,0.121537,0.014364,0.035789,0.000299,0.100361,0.031073,0.000052,0,0,0.000008,0.592526,0,0.00863
0.000537951,271411627,NO,0,0.015566,0,0.285277,0.775863,0.046693,0,0,0.467506,0,3.087461,9.042408,0,0,0,0.479804,0.395083,25.724985,29.033644,42.750839,13.95855,0,191.445664,90.700387,0,0,0,0,280.261752,0,0.335868,688.80735,0,0.000023,0,0.000414,0.001126,0.000068,0,0,0.000679,0,0.004482,0.013128,0,0,0,0.000697,0.000574,0.037347,0.042151,0.062065,0.020265,0,0.277938,0.131677,0,0,0,0,0.40688,0,0.000488
0.000538475,265974328,NO,0,4912.283553,0,11.07045,10.226545,0.171891,0,0,0.091838,0.006729,0.089382,7.177946,0.000292,0,0,0.65803,0.173053,75.20828,12.451903,67.73918,8.290116,0,6.280021,51.892264,0,0.99211,0,0,1636.416089,0,0.501913,6801.721585,0,0.722212,0,0.001628,0.001504,0.000025,0,0,0.000014,0.000001,0.000013,0.001055,0,0,0,0.000097,0.000025,0.011057,0.001831,0.009959,0.001219,0,0.000923,0.007629,0,0.000146,0,0,0.240589,0,0.000074
0.000539492,278746997,NO,641.685279,16.268808,0,185.733849,139.182685,5.828079,0,0,981.09934,0,46.45474,125.781753,1145.741078,0,0,4.289115,97.441398,356.572601,2191.061809,104.948007,121.054787,1.069253,10456.38033,2197.930193,1.302564,0,0,0,14179.71421,0,85.352629,33084.8925,0.019395,0.000492,0,0.005614,0.004207,0.000176,0,0,0.029654,0,0.001404,0.003802,0.03463,0,0,0.00013,0.002945,0.010778,0.066225,0.003172,0.003659,0.000032,0.316047,0.066433,0.000039,0,0,0,0.428586,0,0.00258
0.000549743,275328990,NO,0,3.631384,0,222.779513,302.885832,5.155391,0,0,3528.467605,0,128.351639,1036.60409,0.12046,0,0,64.139841,148.013888,7029.957629,1093.596553,231.658985,270.308054,419.476301,4727.308358,2589.447447,0.034761,0,0,8.441745,72791.26716,0,158.690382,94760.33702,0,0.000038,0,0.002351,0.003196,0.000054,0,0,0.037236,0,0.001354,0.010939,0.000001,0,0,0.000677,0.001562,0.074187,0.011541,0.002445,0.002853,0.004427,0.049887,0.027326,0,0,0,0.000089,0.768162,0,0.001675
0.000555302,2876652,SI,0,0.154716,0,0.107107,0.433342,0.104674,0,0,0.076217,0,48.906313,4.699539,0,0,0,6.065381,0.338012,36.107666,6.476544,10.453328,4.066905,0.114902,10.763627,176.282356,0.032326,0,0,0,239.401444,0,0.335869,544.920268,0,0.000284,0,0.000197,0.000795,0.000192,0,0,0.00014,0,0.089749,0.008624,0,0,0,0.011131,0.00062,0.066262,0.011885,0.019183,0.007463,0.000211,0.019753,0.323501,0.000059,0,0,0,0.439333,0,0.000616
0.000577385,261196715,NO,0,0,0,1.096436,22.945609,1.062145,0,0.053857,6.506862,0,463.507955,542.413994,0.714567,0,0,0.168773,2.283507,58.27521,45.79659,7.247624,32.284227,26.25759,298.11325,209.285499,6.116355,0,0,0,1426.948098,0,6.246527,3157.324675,0,0,0,0.000347,0.007267,0.000336,0,0.000017,0.002061,0,0.146804,0.171795,0.000226,0,0,0.000053,0.000723,0.018457,0.014505,0.002295,0.010225,0.008316,0.09442,0.066286,0.001937,0,0,0,0.451948,0,0.001978
0.000591438,272752483,SI,26.03044,5.914319,0.395562,145.706928,563.230027,21.013565,0,0,1090.811775,0,79.335463,638.784465,3164.245776,0,0,164.207918,331.925375,1871.352519,2031.870561,418.687105,720.634825,112.249301,32747.10638,7590.562264,301.628224,0.004532,0,0.205547,20793.78075,0.000576,220.754773,73040.43897,0.000356,0.000081,0.000005,0.001995,0.007711,0.000288,0,0,0.014934,0,0.001086,0.008746,0.043322,0,0,0.002248,0.004544,0.025621,0.027818,0.005732,0.009866,0.001537,0.448342,0.103923,0.00413,0,0,0.000003,0.284689,0,0.003022
