ALEAT,ID,OBJ,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31_P,VT,V1_P,V2_P,V3_P,V4_P,V5_P,V6_P,V7_P,V8_P,V9_P,V10_P,V11_P,V12_P,V13_P,V14_P,V15_P,V16_P,V17_P,V18_P,V19_P,V20_P,V21_P,V22_P,V23_P,V24_P,V25_P,V26_P,V27_P,V28_P,V29_P,V30_P,V31_P
0.025287644,307519954,NO,0,0,0,14.095293,17.836297,0.172826,0,0,74.584137,0,9.846644,12.201216,0.732737,0,0,0.482888,11.079774,30.646938,17.398778,25.536292,11.224053,0,216.747522,476.005856,0,0,0,0,2655.102064,0,1.582903,3575.276218,0,0,0,0.003942,0.004989,0.000048,0,0,0.020861,0,0.002754,0.003413,0.000205,0,0,0.000135,0.003099,0.008572,0.004866,0.007142,0.003139,0,0.060624,0.133138,0,0,0,0,0.742629,0,0.000443
0.025287885,276900894,NO,0,1.011079,0,6.415313,13.273648,0.00853,0,0,3.291556,9.045568,1.826338,12.306357,0.069151,0,0,0.781517,3.232035,75.72233,33.589283,28.83465,18.44646,11.322061,230.09252,526.818891,0.008708,0,0,0.294311,927.712533,0,4.842982,1908.945821,0,0.00053,0,0.003361,0.006953,0.000004,0,0,0.001724,0.004739,0.000957,0.006447,0.000036,0,0,0.000409,0.001693,0.039667,0.017596,0.015105,0.009663,0.005931,0.120534,0.275974,0.000005,0,0,0.000154,0.485982,0,0.002537
0.025292817,265725529,SI,0,25.084597,0,97.210338,54.648268,1.273942,0,0,200.12967,0,5.544539,35.193974,9.047372,0,0,8.03155,36.91401,196.418233,136.197778,105.946306,214.60062,9.573509,666.675986,546.435785,3.101369,0,0,0.128032,3900.708843,29.098424,13.393343,6295.356488,0,0.003985,0,0.015442,0.008681,0.000202,0,0,0.03179,0,0.000881,0.00559,0.001437,0,0,0.001276,0.005864,0.0312,0.021635,0.016829,0.034089,0.001521,0.1059,0.0868,0.000493,0,0,0.00002,0.619617,0.004622,0.002127
0.025293917,267042136,SI,0,0,0,0,4.919529,0,0,0,5.487442,0,2.990281,11.103666,0.007358,0,0,8.421346,1.078883,53.065697,9.564502,23.659916,0.54596,0,15.178119,212.681071,0,0,0,0,146.881349,0,2.214619,497.799738,0,0,0,0,0.009883,0,0,0,0.011023,0,0.006007,0.022305,0.000015,0,0,0.016917,0.002167,0.1066,0.019214,0.047529,0.001097,0,0.03049,0.427242,0,0,0,0,0.295061,0,0.004449
0.025296208,266572470,NO,0,0.176947,0,877.053284,11.307165,0.064742,0,0,19.469984,0,25.632513,205.680629,0.002974,0,0,5.408464,7.337959,199.319107,111.700866,57.913686,205.425718,2.19508,659.688417,1768.934567,0.000198,0,0,8.903126,3215.399868,0,3.362654,7384.977948,0,0.000024,0,0.118762,0.001531,0.000009,0,0,0.002636,0,0.003471,0.027851,0,0,0,0.000732,0.000994,0.02699,0.015125,0.007842,0.027817,0.000297,0.089328,0.239531,0,0,0,0.001206,0.435397,0,0.000455
0.025298701,279344791,NO,0.02811,117.286622,1.464187,50.31571,1945.973939,10.917242,0,0,469.890169,0.131044,213.052596,188.525091,301.343215,0,0.105341,13.432156,3.597362,913.583787,5716.629089,323.53548,1218.827192,1.872822,3233.614517,5722.005086,24.803369,0,0,0,55493.1336,0,316.152018,76280.21974,0,0.001538,0.000019,0.00066,0.025511,0.000143,0,0,0.00616,0.000002,0.002793,0.002471,0.00395,0,0.000001,0.000176,0.000047,0.011977,0.074942,0.004241,0.015978,0.000025,0.042391,0.075013,0.000325,0,0,0,0.72749,0,0.004145
0.025299563,275419361,NO,127.276798,346.377046,0.056584,211.761153,1644.948749,12.49418,0,0,478.468286,0,7887.38294,1417.465758,3902.393572,0,0,5.967412,33.426259,562.071829,37493.07272,656.464969,572.4665,13.704422,10660.49297,3107.941812,13.073355,0,45.161585,0,25078.46817,0,146.196174,94417.13324,0.001348,0.003669,0.000001,0.002243,0.017422,0.000132,0,0,0.005068,0,0.083538,0.015013,0.041331,0,0,0.000063,0.000354,0.005953,0.3971,0.006953,0.006063,0.000145,0.112908,0.032917,0.000138,0,0.000478,0,0.265614,0,0.001548
0.025305846,273059386,NO,0,0.036348,0,7.434971,36.398816,0.339764,0,0,18.640767,0,4.558076,17.243392,1.123745,0,0,0.37258,0,68.856678,282.340424,20.429272,11.970126,0,233.16643,557.946233,1.391217,0,0,0.216633,2134.861144,0,91.614879,3488.941495,0,0.00001,0,0.002131,0.010433,0.000097,0,0,0.005343,0,0.001306,0.004942,0.000322,0,0,0.000107,0,0.019736,0.080924,0.005855,0.003431,0,0.06683,0.159918,0.000399,0,0,0.000062,0.611894,0,0.026259
0.025307595,265254347,NO,0,0.030657,0,0.020199,0,0,0,0,0,0,0,0.595953,0.005382,0,0,0,0.019559,0.674397,0.936939,0.561786,0.626488,0,12.402103,9.8401,0,0,0,0,11.697385,0,0.102324,37.513272,0,0.000817,0,0.000538,0,0,0,0,0,0,0,0.015886,0.000143,0,0,0,0.000521,0.017978,0.024976,0.014976,0.0167,0,0.330606,0.26231,0,0,0,0,0.31182,0,0.002728
0.0253277,263991073,NO,0,58.192402,1.312022,98.900423,99.441454,7.983027,0,0,27.703126,0,211.742796,264.286034,7.008382,0,16.174507,50.472414,0.94173,594.856771,580.911158,96.098409,258.303869,4.080437,2546.103458,502.597991,0.041514,0,0,66.608847,2501.373362,0,61.447816,8056.581949,0,0.007223,0.000163,0.012276,0.012343,0.000991,0,0,0.003439,0,0.026282,0.032804,0.00087,0,0.002008,0.006265,0.000117,0.073835,0.072104,0.011928,0.032061,0.000506,0.316028,0.062384,0.000005,0,0,0.008268,0.310476,0,0.007627
0.025333921,265672350,NO,0,0,0,0,4.380051,0.009729,0,0,0,0,0.012582,0.930332,0,0,0,0.067514,0,6.228982,9.843902,3.554429,0.513557,0,2.455381,1.014507,0,0,0,0,89.902798,0,2.259791,121.173555,0,0,0,0,0.036147,0.00008,0,0,0,0,0.000104,0.007678,0,0,0,0.000557,0,0.051405,0.081238,0.029333,0.004238,0,0.020263,0.008372,0,0,0,0,0.741934,0,0.018649
0.025336407,3236009,NO,0,0.000156,0,14.901788,52.472932,0.117461,0,0,7.900885,0,17.846951,13.761766,23.887676,0,0,6.838179,4.042317,89.428687,187.955644,27.527263,454.409654,2.247588,544.688015,1731.464964,0,0,0,0,4655.841802,0,84.896932,7920.23066,0,0,0,0.001881,0.006625,0.000015,0,0,0.000998,0,0.002253,0.001738,0.003016,0,0,0.000863,0.00051,0.011291,0.023731,0.003476,0.057373,0.000284,0.068772,0.218613,0,0,0,0,0.587842,0,0.010719
0.025339667,332307019,NO,0,162.978427,0,1.778052,1.676178,0.069345,0,0,1.644915,0,52.652637,29.090351,0,0,0,13.107083,45.814833,45.901784,105.187464,29.095142,70.268462,2.237118,184.126651,371.508556,38.002174,0,0,0,3917.659042,0,2.114686,5074.9129,0,0.032115,0,0.00035,0.00033,0.000014,0,0,0.000324,0,0.010375,0.005732,0,0,0,0.002583,0.009028,0.009045,0.020727,0.005733,0.013846,0.000441,0.036282,0.073205,0.007488,0,0,0,0.771966,0,0.000417
0.02535252,278638082,NO,11.13063,6.192566,0,3.704835,42.809587,8.157621,0,0,0.958977,0,12.496679,10.254609,161.649321,0,0,0.074685,2.221452,31.232297,114.221114,16.789996,18.428405,1.31444,2460.91033,146.678119,3.170498,0,0.41255,0,171.480247,0,58.222347,3282.511305,0.003391,0.001887,0,0.001129,0.013042,0.002485,0,0,0.000292,0,0.003807,0.003124,0.049246,0,0,0.000023,0.000677,0.009515,0.034797,0.005115,0.005614,0.0004,0.749704,0.044685,0.000966,0,0.000126,0,0.052241,0,0.017737
0.025355848,267286647,NO,1136.090721,0.474632,0,0.072256,114.90412,10.833603,0,0,92.269107,0,10.476526,65.046544,4.195361,0,0,2.94204,1.179197,298.465023,445.257855,125.559537,55.631688,4.711269,460.747023,889.21608,0,0,0,0,11641.46829,0,45.830341,15405.37121,0.073746,0.000031,0,0.000005,0.007459,0.000703,0,0,0.005989,0,0.00068,0.004222,0.000272,0,0,0.000191,0.000077,0.019374,0.028903,0.00815,0.003611,0.000306,0.029908,0.057721,0,0,0,0,0.755676,0,0.002975
0.025357401,272646125,NO,0,0.029902,0,0.785122,2.760419,0.451782,0,0,0.506466,0,0.55976,10.234539,0.078837,0,0,1.065536,0.582252,55.912341,25.327331,40.479442,15.601847,0.340847,701.761364,538.08986,0.072901,0,0,0,2590.465695,0,0.800064,3985.906307,0,0.000008,0,0.000197,0.000693,0.000113,0,0,0.000127,0,0.00014,0.002568,0.00002,0,0,0.000267,0.000146,0.014028,0.006354,0.010156,0.003914,0.000086,0.176061,0.134998,0.000018,0,0,0,0.649906,0,0.000201
0.025369117,278429454,NO,182.10266,0,0,0.298677,16.616053,1.068037,0,0,0.608947,0,12.076965,28.450069,0,0,0,2.547861,0,115.255474,27.943863,35.239454,45.860547,0,4597.942671,250.341035,0.070249,0,0,0,2813.834036,0,16.628292,8146.88489,0.022352,0,0,0.000037,0.00204,0.000131,0,0,0.000075,0,0.001482,0.003492,0,0,0,0.000313,0,0.014147,0.00343,0.004326,0.005629,0,0.56438,0.030728,0.000009,0,0,0,0.345388,0,0.002041
0.025372557,279202902,NO,1966.286077,0,0,57.351533,126.622086,0.970625,11.452033,0,82.974879,0,7.333195,75.885074,31.470783,0,0,9.634846,1.723067,187.712668,223.74495,62.540617,87.898334,0.80151,1873.193822,810.569469,0,0,0,17.736803,14962.3774,0.747331,27.053907,20626.08101,0.09533,0,0,0.002781,0.006139,0.000047,0.000555,0,0.004023,0,0.000356,0.003679,0.001526,0,0,0.000467,0.000084,0.009101,0.010848,0.003032,0.004262,0.000039,0.090817,0.039298,0,0,0,0.00086,0.725411,0.000036,0.001312
0.025381803,269768112,SI,0,0,0,4.188534,6.588525,0.070899,0,0,0.467015,0,0.2367,5.292258,0,0,0,2.002911,2.289213,35.362315,47.253515,25.185425,11.171213,0.069501,52.786231,86.879914,0,0,0,0,865.576274,0,4.386552,1149.806995,0,0,0,0.003643,0.00573,0.000062,0,0,0.000406,0,0.000206,0.004603,0,0,0,0.001742,0.001991,0.030755,0.041097,0.021904,0.009716,0.00006,0.045909,0.07556,0,0,0,0,0.752801,0,0.003815
0.025382727,333955487,NO,0,0.872266,0,27.516491,2.074911,0.050491,0,0,2.297841,0,1.572693,6.238684,0.047188,0,0,0.199131,0,13.640623,8.851294,17.444554,8.168016,1.071568,35.260079,27.911421,0,0,0,0.224016,4842.229661,0,0.27072,4995.941648,0,0.000175,0,0.005508,0.000415,0.00001,0,0,0.00046,0,0.000315,0.001249,0.000009,0,0,0.00004,0,0.00273,0.001772,0.003492,0.001635,0.000214,0.007058,0.005587,0,0,0,0.000045,0.969233,0,0.000054
0.025393417,263925002,SI,0,10.835599,0,81.648416,74.619998,0.766748,0,0,279.080098,0,14.334736,97.814798,1.776236,0,0,4.178005,2.05244,383.193302,250.603582,104.582902,69.055012,0.198312,2015.445631,3271.290058,0.079022,0.004541,0.013246,0,5623.030964,0.303499,57.804909,12342.71205,0,0.000878,0,0.006615,0.006046,0.000062,0,0,0.022611,0,0.001161,0.007925,0.000144,0,0,0.000338,0.000166,0.031046,0.020304,0.008473,0.005595,0.000016,0.16329,0.265038,0.000006,0,0.000001,0,0.455575,0.000025,0.004683
0.025395696,264697924,NO,0,191.361991,0.027462,84.109914,24.742085,0.432439,0,0,1.85554,0,20.037361,116.382133,0.355793,0,73.558271,971.303168,4.793894,361.915904,89.958183,75.417646,34.609983,13.026271,886.636134,404.497446,0.008069,0,0,0,879.095258,0,79.714052,4313.838997,0,0.04436,0.000006,0.019498,0.005736,0.0001,0,0,0.00043,0,0.004645,0.026979,0.000082,0,0.017052,0.22516,0.001111,0.083896,0.020853,0.017483,0.008023,0.00302,0.205533,0.093767,0.000002,0,0,0,0.203785,0,0.018479
0.025403852,255517031,SI,0,213.63827,0.011399,44.149569,76.055415,2.280044,0,0,9.869395,2.90547,98.779755,17.988915,2.040369,0,0.807489,3.127335,0.728901,132.622292,1378.845129,37.716142,309.268253,16.580573,6556.092801,315.630347,0.059106,0,0,0,1700.822527,0,106.570582,11026.59008,0,0.019375,0.000001,0.004004,0.006897,0.000207,0,0,0.000895,0.000263,0.008958,0.001631,0.000185,0,0.000073,0.000284,0.000066,0.012027,0.125047,0.00342,0.028047,0.001504,0.594571,0.028624,0.000005,0,0,0,0.154247,0,0.009665
0.025413428,275449302,NO,880.11854,339.765016,0,79.096875,590.049873,13.315485,55.032609,0,1537.161711,118.227317,765.363863,2580.582438,698.866936,0,0,10.288399,76.673602,9675.434368,4740.018206,592.044256,611.2397,2.36321,35337.98936,17476.18557,0.387014,0,0,0,76080.89898,0,147.6707,152408.774,0.005775,0.002229,0,0.000519,0.003871,0.000087,0.000361,0,0.010086,0.000776,0.005022,0.016932,0.004585,0,0,0.000068,0.000503,0.063483,0.031101,0.003885,0.004011,0.000016,0.231863,0.114667,0.000003,0,0,0,0.49919,0,0.000969
0.025417894,334507889,NO,0,1.544931,0,0.335991,4.868006,0.169095,0,0,92.223971,21.685863,1.608574,13.712168,1.153385,0,0,3.059469,0.441765,269.561396,44.905612,26.084761,27.684709,0.306083,66.572344,866.076737,0,0,0,0,2405.654708,0,9.258808,3856.908376,0,0.000401,0,0.000087,0.001262,0.000044,0,0,0.023911,0.005623,0.000417,0.003555,0.000299,0,0,0.000793,0.000115,0.069891,0.011643,0.006763,0.007178,0.000079,0.017261,0.224552,0,0,0,0,0.623726,0,0.002401
0.02542332,279054995,NO,0,0.023942,0,0,28.435931,0.52833,0,0,0.883141,0,92.512909,19.384692,0.111809,0,0,3.330763,1.252627,39.675961,106.690358,20.593286,3.596966,0,76.594457,416.43091,0.84495,0,0,0,406.394193,0,48.206994,1265.492219,0,0.000019,0,0,0.02247,0.000417,0,0,0.000698,0,0.073104,0.015318,0.000088,0,0,0.002632,0.00099,0.031352,0.084307,0.016273,0.002842,0,0.060525,0.329066,0.000668,0,0,0,0.321135,0,0.038093
0.025444224,334443802,SI,0,69.062175,0,9.177582,6.704548,0.267136,41.883887,0,0.68434,0,1.574252,11.372562,0.28539,0,0,23.761838,0,64.305935,70.598025,9.358784,21.408634,1.340294,947.544198,31.744478,0,0,0,7.569779,660.70037,0,4.542933,1983.88714,0,0.034812,0,0.004626,0.00338,0.000135,0.021112,0,0.000345,0,0.000794,0.005732,0.000144,0,0,0.011977,0,0.032414,0.035586,0.004717,0.010791,0.000676,0.47762,0.016001,0,0,0,0.003816,0.333033,0,0.00229
0.025448465,279256221,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166,0,0,0,0,0.005144,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031262,0,0,0,0,0.968738,0,0,0,0,0,0,0
0.025451166,267474294,SI,0,0,0,0,0,0,0,0,0,0,0,0.088182,0,0,0,0.016613,0,0.109673,10.106481,0,0,0,0.074145,0.266194,0,0,0,0,0.198232,0,0,10.85952,0,0,0,0,0,0,0,0,0,0,0,0.00812,0,0,0,0.00153,0,0.010099,0.930656,0,0,0,0.006828,0.024513,0,0,0,0,0.018254,0,0
0.025466813,271519592,NO,1778.945429,13.304131,0.077287,146.833883,872.056777,11.150934,0.956523,0,285.555726,0.177462,797.765797,215.573893,927.782738,0,3.00565,19.344353,2.483781,470.293598,3562.141251,165.146567,599.900497,12.495023,2289.094906,3541.680313,4.393625,0,0.006288,0.019964,39132.97843,0.115977,138.885835,54992.16664,0.032349,0.000242,0.000001,0.00267,0.015858,0.000203,0.000017,0,0.005193,0.000003,0.014507,0.00392,0.016871,0,0.000055,0.000352,0.000045,0.008552,0.064775,0.003003,0.010909,0.000227,0.041626,0.064403,0.00008,0,0,0,0.71161,0.000002,0.002526
0.025470172,278414133,NO,0.005974,15.212347,0.137593,2.253194,8.410386,1.563604,0,0,0.508893,0,15.893491,32.007733,0.226821,0,0,48.712623,0.532878,187.174345,66.870685,87.252196,53.447754,0,5050.378984,1714.090955,0.086546,0,0,0,14723.6522,0,4.830164,22013.24936,0,0.000691,0.000006,0.000102,0.000382,0.000071,0,0,0.000023,0,0.000722,0.001454,0.00001,0,0,0.002213,0.000024,0.008503,0.003038,0.003964,0.002428,0,0.229425,0.077866,0.000004,0,0,0,0.668854,0,0.000219
0.025471407,277365331,NO,1908.701229,15.132887,0.106094,1283.942788,529.324582,2.518072,0,0,462.051141,2.082194,396.898417,4700.503952,107.787306,0,0,15.259405,24.902015,1285.70769,1247.28474,746.469139,934.885359,182.871818,2211.508387,19697.92362,0.759268,0.004263,0,0.04228,56499.2575,0,569.828217,92825.75237,0.020562,0.000163,0.000001,0.013832,0.005702,0.000027,0,0,0.004978,0.000022,0.004276,0.050638,0.001161,0,0,0.000164,0.000268,0.013851,0.013437,0.008042,0.010071,0.00197,0.023824,0.212203,0.000008,0,0,0,0.608659,0,0.006139
0.025473444,6501979,SI,0,320.382834,0,87.251631,51.292435,1.034014,0,0,3.319588,0,105.443918,47.280302,2.678915,0,0,83.375561,2.04144,220.178123,145.363386,49.246029,146.880848,1.481741,1104.969858,33.804512,0,0,0,0,1226.319609,0,9.585072,3641.929816,0,0.087971,0,0.023958,0.014084,0.000284,0,0,0.000911,0,0.028953,0.012982,0.000736,0,0,0.022893,0.000561,0.060456,0.039914,0.013522,0.04033,0.000407,0.303402,0.009282,0,0,0,0,0.336722,0,0.002632
0.02547629,279598547,NO,0,0,0,0,4.510615,0,0,0,0,0,1.475717,2.703883,10.99048,0,0,0,0.860082,4.3765,2.952908,3.735826,0.723193,0,67.927067,68.714288,0,0,0,0,765.480815,0,0.684657,935.136031,0,0,0,0,0.004823,0,0,0,0,0,0.001578,0.002891,0.011753,0,0,0,0.00092,0.00468,0.003158,0.003995,0.000773,0,0.072639,0.073481,0,0,0,0,0.818577,0,0.000732
0.025478795,278932442,NO,1.678446,25.223392,0,0.120765,0.8748,0.103286,0,0,125.536073,0,0.562054,24.311381,0,0,0,2.038137,0,92.133441,49.873434,49.311593,14.507901,0,179.97654,177.137791,0,0,0,0,1784.877257,0,7.296036,2535.562327,0.000662,0.009948,0,0.000048,0.000345,0.000041,0,0,0.04951,0,0.000222,0.009588,0,0,0,0.000804,0,0.036336,0.01967,0.019448,0.005722,0,0.070981,0.069861,0,0,0,0,0.703937,0,0.002877
0.025486268,263503949,NO,1388.800397,0.556321,2.26986,183.261493,185.752768,4.11261,0,0,652.254893,0,38.97055,219.747035,1865.8094,0,0,16.456032,32.096866,942.241313,748.065102,299.279937,190.618347,5.015195,6639.104654,2508.086214,0.07292,0,0,0,38395.34613,0.123142,57.174795,54375.21597,0.025541,0.00001,0.000042,0.00337,0.003416,0.000076,0,0,0.011995,0,0.000717,0.004041,0.034314,0,0,0.000303,0.00059,0.017329,0.013757,0.005504,0.003506,0.000092,0.122098,0.046126,0.000001,0,0,0,0.706119,0.000002,0.001051
0.025490826,333974344,SI,153.035353,25.371498,0.011321,55.050599,322.260853,0.660728,0,0,3.716316,0.248122,10.994282,71.174395,0.525212,0,0,2.149245,2.392687,238.401303,65.023677,69.602576,88.921224,0,2555.243219,1013.6458,0.027111,0,0,0,4324.448519,0,2.712312,9005.616352,0.016993,0.002817,0.000001,0.006113,0.035784,0.000073,0,0,0.000413,0.000028,0.001221,0.007903,0.000058,0,0,0.000239,0.000266,0.026473,0.00722,0.007729,0.009874,0,0.283739,0.112557,0.000003,0,0,0,0.480195,0,0.000301
0.025490835,273710131,SI,0,0,0,0.273102,6.945337,1.466716,0,0,45.775493,0,42.852737,21.880996,0.001872,0,0,11.276444,1.280863,116.914689,37.748698,120.987122,37.838642,0.300946,7966.872946,567.567486,0.066226,0,0,0,3647.01097,0,3.226981,12630.28827,0,0,0,0.000022,0.00055,0.000116,0,0,0.003624,0,0.003393,0.001732,0,0,0,0.000893,0.000101,0.009257,0.002989,0.009579,0.002996,0.000024,0.630775,0.044937,0.000005,0,0,0,0.288751,0,0.000255
0.025499019,262867201,SI,0,26.594601,0,4.687272,292.04325,3.924969,0,0,123.755953,0,3.302322,219.405918,0,0,0,1.718517,40.454788,256.704286,690.370435,64.480988,58.055834,0.029299,1013.052575,5046.934707,1.711095,0.005204,0,0,4919.572403,0,101.012586,12867.817,0,0.002067,0,0.000364,0.022696,0.000305,0,0,0.009617,0,0.000257,0.017051,0,0,0,0.000134,0.003144,0.019949,0.053651,0.005011,0.004512,0.000002,0.078728,0.392214,0.000133,0,0,0,0.382316,0,0.00785
0.025510095,279407514,NO,4101.890324,0,0,0.283375,10.124809,0.080092,0,0,540.86878,0,7.128795,18.094326,0.042572,0,0,1.017664,0.035542,134.955704,89.481042,42.000591,19.183113,1.801857,1744.520622,40.244129,0,0.004817,0,0,4353.919507,0,28.861208,11134.53887,0.368393,0,0,0.000025,0.000909,0.000007,0,0,0.048576,0,0.00064,0.001625,0.000004,0,0,0.000091,0.000003,0.01212,0.008036,0.003772,0.001723,0.000162,0.156677,0.003614,0,0,0,0,0.391028,0,0.002592
0.025516549,272135446,SI,650.503772,0.722081,0,39.61715,150.167193,3.778599,0,0,839.349964,0,10.00147,134.427782,65.935227,0,0,10.581093,0.788076,1275.103468,1472.645374,106.195341,147.462078,0.106134,8080.685649,1138.417055,0.082686,0.004471,0,0,13702.05631,0,39.629309,27868.26028,0.023342,0.000026,0,0.001422,0.005388,0.000136,0,0,0.030118,0,0.000359,0.004824,0.002366,0,0,0.00038,0.000028,0.045755,0.052843,0.003811,0.005291,0.000004,0.28996,0.04085,0.000003,0,0,0,0.491672,0,0.001422
0.025543605,256361311,NO,0,0.907872,0,2.060512,33.121162,0,0,0,4.866516,0,10.132371,23.616779,0.00782,0,0,2.654145,2.010747,87.552746,217.70939,53.954877,35.586926,20.593624,92.468462,429.325094,0,0,0,0,2033.489866,0,10.23617,3060.295079,0,0.000297,0,0.000673,0.010823,0,0,0,0.00159,0,0.003311,0.007717,0.000003,0,0,0.000867,0.000657,0.028609,0.07114,0.017631,0.011629,0.006729,0.030216,0.140289,0,0,0,0,0.664475,0,0.003345
0.025544832,263620205,NO,0,1.953306,0,0.084839,17.663017,0.080921,0,0,39.029018,0,151.466321,57.779669,0,0,0,8.820361,5.678869,180.952791,44.458627,68.129397,52.068328,0,628.588415,492.053921,0.143382,0,0,0,56624.77395,0,6.255457,58379.98059,0,0.000033,0,0.000001,0.000303,0.000001,0,0,0.000669,0,0.002594,0.00099,0,0,0,0.000151,0.000097,0.0031,0.000762,0.001167,0.000892,0,0.010767,0.008428,0.000002,0,0,0,0.969935,0,0.000107
0.025546133,268376246,SI,0,219.193827,0,0.206479,5.365852,0.067944,0,0,0.456807,0,3.940624,9.933029,0,0,0,0.122321,2.503242,18.964784,15.508267,18.086836,11.982733,0,39.303082,75.918979,0,0,0,0,1527.804951,0,7.464175,1956.823932,0,0.112015,0,0.000106,0.002742,0.000035,0,0,0.000233,0,0.002014,0.005076,0,0,0,0.000063,0.001279,0.009692,0.007925,0.009243,0.006124,0,0.020085,0.038797,0,0,0,0,0.780757,0,0.003814
0.025547291,277814929,NO,65.498571,4.184339,0,46.786853,603.206516,3.676811,0,0,125.330327,0,735.645634,74.884101,0.046845,0,0,4.50492,80.192496,571.955688,1109.637105,68.658672,63.721352,0.378836,19317.55725,5115.092638,0.173926,0,0,0,4912.411263,0,3809.606648,36713.15079,0.001784,0.000114,0,0.001274,0.01643,0.0001,0,0,0.003414,0,0.020038,0.00204,0.000001,0,0,0.000123,0.002184,0.015579,0.030225,0.00187,0.001736,0.00001,0.526175,0.139326,0.000005,0,0,0,0.133805,0,0.103767
0.025549378,9801954,SI,0,555.303105,0,152.053986,60.053836,5.269434,0,0,6.230766,0,86.604916,104.529373,5.93545,0,0,5.851905,13.661961,243.28271,270.023461,66.851337,146.95877,0.257217,6217.359265,2677.412218,0.058438,0,0,0,8187.400104,0,34.791585,18839.88984,0,0.08335,0,0.023728,0.009125,0.000881,0,0,0.001036,0,0.014707,0.015621,0.000876,0,0,0.000962,0.002327,0.037072,0.043597,0.011441,0.024857,0.000046,0.988848,0.420265,0.000009,0,0,0,1.315996,0,0.005253
0.025556076,272609758,NO,1297.735294,6.13423,0,116.035233,2058.229255,2.763077,0.667126,0,988.084522,0,23.280894,3421.034,496.253706,0,0,6.390969,5.155014,659.795166,983.579409,186.24992,2254.271057,104.802837,22346.33684,2917.811521,114.250187,0.004923,0,1.359625,20937.96804,0.028219,107.102898,59035.32396,0.021982,0.000104,0,0.001966,0.034864,0.000047,0.000011,0,0.016737,0,0.000394,0.057949,0.008406,0,0,0.000108,0.000087,0.011176,0.016661,0.003155,0.038185,0.001775,0.378525,0.049425,0.001935,0,0,0.000023,0.354668,0,0.001814
0.025560325,265997856,NO,0.620473,3.820732,0,118.357559,100.654083,0.467393,0,0,87.439755,0,45.381796,83.151455,14.385688,0,0,62.38452,4.438669,505.006821,76.231319,94.665933,57.62833,37.021709,2724.157459,2733.710756,0.028402,0,0,0,8105.503914,0,79.022941,14934.07971,0.000042,0.000256,0,0.007925,0.00674,0.000031,0,0,0.005855,0,0.003039,0.005568,0.000963,0,0,0.004177,0.000297,0.033816,0.005105,0.006339,0.003859,0.002479,0.182412,0.183052,0.000002,0,0,0,0.542752,0,0.005291
0.025560891,3419618,SI,0,0,0,0.56815,3.17065,0,0,0,13.481722,0,3.561806,18.254856,0.0004,0,0,0.529995,4.524738,65.195692,58.978682,51.269412,11.535551,0,211.657798,513.488522,0,0,0,0.00986,1185.366798,0,2.470235,2144.064867,0,0,0,0.000265,0.001479,0,0,0,0.006291,0,0.001662,0.009332,0,0,0,0.000247,0.002111,0.99793,0.048557,0.02438,0.005383,0,0.103321,0.24275,0,0,0,0.000005,0.555134,0,0.001153
0.025574295,279248108,NO,0,4.365954,0,1.737198,4.156025,0.081883,0,0,3.12945,0,0.332789,27.965039,8.81999,0,0,2.376696,0,132.355235,245.164035,34.901934,8.144481,0,667.165847,222.278941,0.028903,0,0,0,1219.923816,0,2.277838,2585.206054,0,0.001689,0,0.000672,0.001608,0.000032,0,0,0.001211,0,0.000129,0.010817,0.003412,0,0,0.000919,0,0.051197,0.094833,0.013501,0.00315,0,0.258071,0.085981,0.000011,0,0,0,0.471886,0,0.000881
0.02557867,278373851,SI,0,1.466111,0,71.135895,164.670527,6.819916,0,0,137.843695,0.644812,2463.70146,78.651824,2711.525819,0,0,1.056971,0.01888,212.540831,425.913963,115.66312,121.472018,50.913456,19185.67697,4678.728565,0.139246,0,0,0,2034.595626,0,29.519902,32492.69961,0,0.000045,0,0.002189,0.005068,0.00021,0,0,0.004242,0.00002,0.075823,0.002421,0.08345,0,0,0.000033,0.000001,0.006541,0.013108,0.00356,0.003738,0.001567,0.590461,0.143993,0.000004,0,0,0,0.062617,0,0.000909
0.025583882,279432507,NO,0,3.327722,0.064672,3.381298,13.089064,1.898667,0,0,42.766562,0,595.805283,45.415059,0,0,0,3.30319,108.682739,255.587442,186.187733,52.732405,74.328704,0.445173,3999.106273,2366.485273,0.021829,0,0,8.097255,2067.595358,0,18.715401,9847.037102,0,0.000338,0.000007,0.000343,0.001329,0.000193,0,0,0.004343,0,0.060506,0.004612,0,0,0,0.000335,0.011037,0.025956,0.018908,0.005355,0.007548,0.000045,0.406123,0.240325,0.000002,0,0,0.000822,0.209971,0,0.001901
